"","dyad","indv1","ind2","Estimator","Relatedness","CI2.5","CI97.5"
"771",113,"VE_23","VE_28","QGT",-0.4634,-0.75,0.1133
"772",115,"VE_23","VE_30","QGT",-0.399,-0.7959,-0.0335
"773",62,"VE_18","VE_32","QGT",-0.3671,-0.7536,0.1595
"774",91,"VE_21","VE_25","QGT",-0.5048,-1.0124,0.3182
"775",130,"VE_25","VE_30","QGT",-0.3139,-0.726,0.5628
"776",109,"VE_23","VE_24","QGT",-0.4278,-0.8383,0.4757
"777",49,"VE_18","VE_19","QGT",-0.3,-0.6628,0.2394
"778",114,"VE_23","VE_29","QGT",-0.397,-0.9139,-0.0028
"779",63,"VE_19","VE_20","QGT",-0.5652,-0.9106,-0.0161
"780",80,"VE_20","VE_25","QGT",-0.4524,-0.9217,0.0233
"781",36,"VE_17","VE_20","QGT",-0.4444,-0.9688,0.2198
"782",24,"VE_16","VE_23","QGT",-0.6421,-1.1654,-0.0723
"783",53,"VE_18","VE_23","QGT",-0.064,-0.7953,0.8577
"784",146,"VE_28","VE_31","QGT",-0.3012,-0.7705,0.364
"785",83,"VE_20","VE_28","QGT",-0.2169,-0.9149,0.562
"786",50,"VE_18","VE_20","QGT",-0.102,-0.7528,0.4627
"787",51,"VE_18","VE_21","QGT",-0.2135,-0.5709,0.2448
"788",19,"VE_16","VE_18","QGT",-0.2169,-0.617,0.5279
"789",134,"VE_26","VE_28","QGT",-0.2857,-0.978,0.2824
"790",70,"VE_19","VE_27","QGT",-0.5244,-0.9543,0.0847
"791",136,"VE_26","VE_30","QGT",-0.2238,-0.8082,0.2653
"792",103,"VE_22","VE_27","QGT",-0.4952,-0.9317,0.2469
"793",129,"VE_25","VE_29","QGT",-0.2,-0.8815,0.4098
"794",127,"VE_25","VE_27","QGT",-0.2381,-1.0809,0.4449
"795",43,"VE_17","VE_27","QGT",-0.3183,-0.7657,0.3358
"796",118,"VE_24","VE_25","QGT",-0.1429,-0.7622,0.4447
"797",87,"VE_20","VE_32","QGT",-0.7069,-1.0893,-0.35
"798",126,"VE_25","VE_26","QGT",-0.3171,-0.6744,0.027
"799",67,"VE_19","VE_24","QGT",-0.1726,-0.8791,0.493
"800",3,"VE_15","VE_18","QGT",-0.2162,-0.5781,0.2885
"801",99,"VE_22","VE_23","QGT",-0.3378,-0.7647,0.2941
"802",55,"VE_18","VE_25","QGT",-0.0023,-0.5,0.625
"803",140,"VE_27","VE_29","QGT",-0.2273,-0.6514,0.3933
"804",138,"VE_26","VE_32","QGT",-0.6901,-1.2345,-0.2687
"805",64,"VE_19","VE_21","QGT",-0.5,-1.0412,0.0909
"806",150,"VE_29","VE_32","QGT",-0.4694,-0.9688,-0.0519
"807",59,"VE_18","VE_29","QGT",-0.0667,-0.6119,0.5443
"808",73,"VE_19","VE_30","QGT",-0.1647,-0.7518,0.4607
"809",79,"VE_20","VE_24","QGT",-0.1681,-0.8567,0.5414
"810",72,"VE_19","VE_29","QGT",-0.1211,-0.7802,0.6076
"811",5,"VE_15","VE_20","QGT",-0.6981,-1.16,-0.209
"812",69,"VE_19","VE_26","QGT",-0.4008,-0.8274,0.0069
"813",148,"VE_29","VE_30","QGT",-0.1221,-0.7095,0.7097
"814",89,"VE_21","VE_23","QGT",-0.2587,-0.8419,0.2294
"815",128,"VE_25","VE_28","QGT",-0.0051,-0.5126,0.7353
"816",112,"VE_23","VE_27","QGT",-0.1218,-0.6277,0.364
"817",94,"VE_21","VE_28","QGT",-0.2414,-0.7561,0.3472
"818",29,"VE_16","VE_28","QGT",-0.1321,-0.5158,0.4627
"819",116,"VE_23","VE_31","QGT",-0.3244,-0.9459,0.203
"820",93,"VE_21","VE_27","QGT",-0.0693,-0.6667,0.5522
"821",34,"VE_17","VE_18","QGT",0.0294,-0.3784,0.7534
"822",71,"VE_19","VE_28","QGT",-0.0031,-0.5429,0.4977
"823",26,"VE_16","VE_25","QGT",-0.1613,-0.8165,0.3522
"824",46,"VE_17","VE_30","QGT",-0.0206,-0.4934,0.5102
"825",152,"VE_30","VE_32","QGT",-0.0946,-0.6119,0.4393
"826",39,"VE_17","VE_23","QGT",-0.0651,-0.4305,0.4512
"827",84,"VE_20","VE_29","QGT",-0.1215,-0.8403,0.7293
"828",81,"VE_20","VE_26","QGT",-0.2457,-0.7809,0.6327
"829",27,"VE_16","VE_26","QGT",-0.4286,-0.8641,0.0171
"830",65,"VE_19","VE_22","QGT",-0.296,-0.766,0.2448
"831",105,"VE_22","VE_29","QGT",-0.0983,-0.8514,0.8163
"832",143,"VE_27","VE_32","QGT",-0.3688,-0.9459,0.2364
"833",23,"VE_16","VE_22","QGT",-0.1755,-0.8857,0.4059
"834",85,"VE_20","VE_30","QGT",0.2258,-0.6194,0.7818
"835",58,"VE_18","VE_28","QGT",0.262,-0.1474,0.7931
"836",54,"VE_18","VE_24","QGT",0.234,-0.2093,0.8
"837",60,"VE_18","VE_30","QGT",0.2105,-0.1887,0.9037
"838",131,"VE_25","VE_31","QGT",-0.1111,-0.7143,0.4419
"839",28,"VE_16","VE_27","QGT",-0.1921,-0.6471,0.2088
"840",74,"VE_19","VE_31","QGT",-0.4229,-0.9485,0.2241
"841",119,"VE_24","VE_26","QGT",-0.125,-0.8621,0.4079
"842",111,"VE_23","VE_26","QGT",0.0495,-1.1767,0.5714
"843",10,"VE_15","VE_25","QGT",-0.1474,-0.6647,0.2895
"844",144,"VE_28","VE_29","QGT",0.1196,-0.6718,0.7385
"845",38,"VE_17","VE_22","QGT",0.0336,-0.5698,0.52
"846",82,"VE_20","VE_27","QGT",0.0442,-0.5211,0.7391
"847",125,"VE_24","VE_32","QGT",-0.0951,-0.7269,0.4322
"848",61,"VE_18","VE_31","QGT",0.122,-0.4892,0.5701
"849",101,"VE_22","VE_25","QGT",-0.0093,-0.4835,0.5284
"850",102,"VE_22","VE_26","QGT",-0.2319,-1.0426,0.4627
"851",35,"VE_17","VE_19","QGT",0.137,-0.7349,0.7293
"852",133,"VE_26","VE_27","QGT",-0.0125,-0.4845,0.5765
"853",4,"VE_15","VE_19","QGT",-0.6,-1.0826,-0.3171
"854",66,"VE_19","VE_23","QGT",0.0069,-0.5502,0.3762
"855",149,"VE_29","VE_31","QGT",-0.0872,-0.7584,0.5085
"856",137,"VE_26","VE_31","QGT",-0.218,-0.7188,0.46
"857",88,"VE_21","VE_22","QGT",-0.1707,-0.4931,0.197
"858",153,"VE_31","VE_32","QGT",-0.378,-0.8409,0.0649
"859",44,"VE_17","VE_28","QGT",0.2237,-0.2698,0.7465
"860",90,"VE_21","VE_24","QGT",-0.0693,-0.6432,0.55
"861",31,"VE_16","VE_30","QGT",0.1403,-0.388,0.7465
"862",123,"VE_24","VE_30","QGT",0.196,-0.374,0.7209
"863",76,"VE_20","VE_21","QGT",0.0735,-0.8367,0.6289
"864",20,"VE_16","VE_19","QGT",-0.0544,-0.6579,0.6
"865",8,"VE_15","VE_23","QGT",-0.115,-0.7368,0.5663
"866",33,"VE_16","VE_32","QGT",-0.2923,-1.1913,0.2117
"867",75,"VE_19","VE_32","QGT",-0.26,-1.0903,0.2836
"868",147,"VE_28","VE_32","QGT",0.0968,-0.3891,0.5781
"869",95,"VE_21","VE_29","QGT",-0.0105,-0.5912,0.6561
"870",41,"VE_17","VE_25","QGT",0.3058,-0.1771,1
"871",107,"VE_22","VE_31","QGT",0.027,-0.4464,0.5068
"872",1,"VE_15","VE_16","QGT",-0.44,-1.0637,-0.0473
"873",12,"VE_15","VE_27","QGT",-0.037,-0.3458,0.1933
"874",77,"VE_20","VE_22","QGT",0.1064,-0.5577,0.5727
"875",37,"VE_17","VE_21","QGT",0,-0.6941,0.6087
"876",142,"VE_27","VE_31","QGT",0.2025,-0.3729,0.5862
"877",56,"VE_18","VE_26","QGT",0.2279,-0.4333,0.728
"878",124,"VE_24","VE_31","QGT",0.0886,-0.5186,0.6561
"879",92,"VE_21","VE_26","QGT",0.004,-0.44,0.3525
"880",13,"VE_15","VE_28","QGT",0.027,-0.4545,0.3617
"881",100,"VE_22","VE_24","QGT",0.3099,-0.3448,0.9011
"882",22,"VE_16","VE_21","QGT",-0.0723,-0.6647,0.3077
"883",117,"VE_23","VE_32","QGT",0.122,-0.3846,0.8065
"884",47,"VE_17","VE_31","QGT",0.0432,-0.5469,0.6571
"885",15,"VE_15","VE_30","QGT",0.087,-0.4661,0.4737
"886",132,"VE_25","VE_32","QGT",0.203,-0.3388,0.8105
"887",42,"VE_17","VE_26","QGT",0.1738,-0.209,0.5238
"888",108,"VE_22","VE_32","QGT",-0.0485,-0.7293,0.7736
"889",48,"VE_17","VE_32","QGT",0.129,-0.2632,0.5365
"890",145,"VE_28","VE_30","QGT",0.3986,-0.2979,0.8596
"891",11,"VE_15","VE_26","QGT",-0.1192,-0.7349,0.3077
"892",7,"VE_15","VE_22","QGT",-0.1613,-0.5158,0.2275
"893",14,"VE_15","VE_29","QGT",0.04,-0.3521,0.5
"894",121,"VE_24","VE_28","QGT",0.4404,-0.1638,0.8983
"895",98,"VE_21","VE_32","QGT",-0.102,-0.7622,0.4953
"896",110,"VE_23","VE_25","QGT",0.4017,-0.0992,0.7512
"897",52,"VE_18","VE_22","QGT",0.5082,0.0491,0.8994
"898",151,"VE_30","VE_31","QGT",0.4842,-0.0827,0.8861
"899",30,"VE_16","VE_29","QGT",0.2394,-0.4516,0.75
"900",86,"VE_20","VE_31","QGT",0.3684,-0.5652,0.8252
"901",9,"VE_15","VE_24","QGT",0.1111,-0.546,0.5091
"902",68,"VE_19","VE_25","QGT",0.4286,-0.9817,0.7764
"903",106,"VE_22","VE_30","QGT",0.4798,-0.0435,0.8963
"904",25,"VE_16","VE_24","QGT",0.404,-0.1455,0.7937
"905",21,"VE_16","VE_20","QGT",0.3358,-0.1053,0.7231
"906",32,"VE_16","VE_31","QGT",0.2742,-0.3012,0.7188
"907",2,"VE_15","VE_17","QGT",0.2105,-0.1943,0.5714
"908",16,"VE_15","VE_31","QGT",0.0476,-0.8,0.55
"909",122,"VE_24","VE_29","QGT",0.4886,-0.0862,0.7895
"910",18,"VE_16","VE_17","QGT",0.3728,-0.2576,0.7989
"911",40,"VE_17","VE_24","QGT",0.5944,0.027,0.9086
"912",6,"VE_15","VE_21","QGT",0.1818,-0.6216,0.6742
"913",96,"VE_21","VE_30","QGT",0.5714,-0.0465,0.8882
"914",135,"VE_26","VE_29","QGT",0.5232,0.1589,0.8691
"915",17,"VE_15","VE_32","QGT",0.2059,-0.5652,1
"916",97,"VE_21","VE_31","QGT",0.5663,-0.2663,1
"917",45,"VE_17","VE_29","QGT",0.6795,0.0055,1
"918",104,"VE_22","VE_28","QGT",0.7812,0.4178,1
"919",139,"VE_27","VE_28","DyadMl",0,0,0.1287
"920",78,"VE_20","VE_23","DyadMl",0,0,0
"921",141,"VE_27","VE_30","DyadMl",0,0,0.142
"922",57,"VE_18","VE_27","DyadMl",0,0,0
"923",120,"VE_24","VE_27","DyadMl",0,0,0.073
"924",113,"VE_23","VE_28","DyadMl",0,0,0.2275
"925",115,"VE_23","VE_30","DyadMl",0,0,0.1583
"926",62,"VE_18","VE_32","DyadMl",0,0,0.041
"927",91,"VE_21","VE_25","DyadMl",0,0,0.2422
"928",130,"VE_25","VE_30","DyadMl",0,0,0.5
"929",109,"VE_23","VE_24","DyadMl",0,0,0.5981
"930",49,"VE_18","VE_19","DyadMl",0,0,0.2091
"931",114,"VE_23","VE_29","DyadMl",0,0,0
"932",63,"VE_19","VE_20","DyadMl",0.0164,0,0.4924
"933",80,"VE_20","VE_25","DyadMl",0,0,0.4564
"934",36,"VE_17","VE_20","DyadMl",0,0,0.1081
"935",24,"VE_16","VE_23","DyadMl",0,0,0
"936",53,"VE_18","VE_23","DyadMl",0.1463,0,0.7835
"937",146,"VE_28","VE_31","DyadMl",0,0,0.0714
"938",83,"VE_20","VE_28","DyadMl",0,0,0.466
"939",50,"VE_18","VE_20","DyadMl",0,0,0.3197
"940",51,"VE_18","VE_21","DyadMl",0,0,0
"941",19,"VE_16","VE_18","DyadMl",0,0,0.3806
"942",134,"VE_26","VE_28","DyadMl",0,0,0.1036
"943",70,"VE_19","VE_27","DyadMl",0,0,0.5
"944",136,"VE_26","VE_30","DyadMl",0,0,0.1068
"945",103,"VE_22","VE_27","DyadMl",0,0,0.5
"946",129,"VE_25","VE_29","DyadMl",0,0,0.282
"947",127,"VE_25","VE_27","DyadMl",0.0569,0,0.4398
"948",43,"VE_17","VE_27","DyadMl",0,0,0.3678
"949",118,"VE_24","VE_25","DyadMl",0,0,0.3627
"950",87,"VE_20","VE_32","DyadMl",0,0,0.1344
"951",126,"VE_25","VE_26","DyadMl",0,0,0.0979
"952",67,"VE_19","VE_24","DyadMl",0,0,0.4294
"953",3,"VE_15","VE_18","DyadMl",0,0,0.1567
"954",99,"VE_22","VE_23","DyadMl",0,0,0.4
"955",55,"VE_18","VE_25","DyadMl",0.0649,0,0.5071
"956",140,"VE_27","VE_29","DyadMl",0.0198,0,0.6002
"957",138,"VE_26","VE_32","DyadMl",0,0,0
"958",64,"VE_19","VE_21","DyadMl",0,0,0.4107
"959",150,"VE_29","VE_32","DyadMl",0,0,0
"960",59,"VE_18","VE_29","DyadMl",0,0,0.5
"961",73,"VE_19","VE_30","DyadMl",0,0,0.5
"962",79,"VE_20","VE_24","DyadMl",0,0,0.5
"963",72,"VE_19","VE_29","DyadMl",0.136,0,0.6571
"964",5,"VE_15","VE_20","DyadMl",0,0,0.1509
"965",69,"VE_19","VE_26","DyadMl",0,0,0.5
"966",148,"VE_29","VE_30","DyadMl",0,0,0.5753
"967",89,"VE_21","VE_23","DyadMl",0.0176,0,0.5
"968",128,"VE_25","VE_28","DyadMl",0.121,0,0.6865
"969",112,"VE_23","VE_27","DyadMl",0.004,0,0.5
"970",94,"VE_21","VE_28","DyadMl",0,0,0.4155
"971",29,"VE_16","VE_28","DyadMl",0,0,0.5
"972",116,"VE_23","VE_31","DyadMl",0,0,0.5
"973",93,"VE_21","VE_27","DyadMl",0,0,0.5
"974",34,"VE_17","VE_18","DyadMl",0,0,0.5429
"975",71,"VE_19","VE_28","DyadMl",0,0,0.332
"976",26,"VE_16","VE_25","DyadMl",0,0,0.3382
"977",46,"VE_17","VE_30","DyadMl",0,0,0.5
"978",152,"VE_30","VE_32","DyadMl",0,0,0.5
"979",39,"VE_17","VE_23","DyadMl",0,0,0.5
"980",84,"VE_20","VE_29","DyadMl",0.1395,0,0.7344
"981",81,"VE_20","VE_26","DyadMl",0.1997,0,0.7016
"982",27,"VE_16","VE_26","DyadMl",0,0,0.3594
"983",65,"VE_19","VE_22","DyadMl",0,0,0.3683
"984",105,"VE_22","VE_29","DyadMl",0,0,0.6559
"985",143,"VE_27","VE_32","DyadMl",0,0,0.5
"986",23,"VE_16","VE_22","DyadMl",0,0,0.3814
"987",85,"VE_20","VE_30","DyadMl",0.3208,0,0.8324
"988",58,"VE_18","VE_28","DyadMl",0.1373,0,0.7893
"989",54,"VE_18","VE_24","DyadMl",0.1139,0,0.7614
"990",60,"VE_18","VE_30","DyadMl",0.1139,0,0.8122
"991",131,"VE_25","VE_31","DyadMl",0,0,0.5
"992",28,"VE_16","VE_27","DyadMl",0.196,0,0.5
"993",74,"VE_19","VE_31","DyadMl",0,0,0.3554
"994",119,"VE_24","VE_26","DyadMl",0,0,0.255
"995",111,"VE_23","VE_26","DyadMl",0.0806,0,0.5
"996",10,"VE_15","VE_25","DyadMl",0.0689,0,0.5
"997",144,"VE_28","VE_29","DyadMl",0,0,0.6
"998",38,"VE_17","VE_22","DyadMl",0,0,0.5
"999",82,"VE_20","VE_27","DyadMl",0.2767,0,0.6828
"1000",125,"VE_24","VE_32","DyadMl",0,0,0.5
"1001",61,"VE_18","VE_31","DyadMl",0,0,0.5
"1002",101,"VE_22","VE_25","DyadMl",0.0468,0,0.6038
"1003",102,"VE_22","VE_26","DyadMl",0,0,0.4093
"1004",35,"VE_17","VE_19","DyadMl",0.029,0,0.6251
"1005",133,"VE_26","VE_27","DyadMl",0.1659,0,0.7045
"1006",4,"VE_15","VE_19","DyadMl",0,0,0.3224
"1007",66,"VE_19","VE_23","DyadMl",0,0,0.5
"1008",149,"VE_29","VE_31","DyadMl",0,0,0.5
"1009",137,"VE_26","VE_31","DyadMl",0,0,0.6106
"1010",88,"VE_21","VE_22","DyadMl",0,0,0
"1011",153,"VE_31","VE_32","DyadMl",0,0,0
"1012",44,"VE_17","VE_28","DyadMl",0,0,0.6165
"1013",90,"VE_21","VE_24","DyadMl",0,0,0.5
"1014",31,"VE_16","VE_30","DyadMl",0.0359,0,0.7008
"1015",123,"VE_24","VE_30","DyadMl",0.3825,0,0.8127
"1016",76,"VE_20","VE_21","DyadMl",0.1834,0,0.6483
"1017",20,"VE_16","VE_19","DyadMl",0.1102,0,0.6826
"1018",8,"VE_15","VE_23","DyadMl",0.1773,0,0.6926
"1019",33,"VE_16","VE_32","DyadMl",0,0,0.041
"1020",75,"VE_19","VE_32","DyadMl",0,0,0.1122
"1021",147,"VE_28","VE_32","DyadMl",0.2176,0,0.6331
"1022",95,"VE_21","VE_29","DyadMl",0,0,0.6993
"1023",41,"VE_17","VE_25","DyadMl",0.1969,0,1
"1024",107,"VE_22","VE_31","DyadMl",0,0,0.5
"1025",1,"VE_15","VE_16","DyadMl",0,0,0.3
"1026",12,"VE_15","VE_27","DyadMl",0.3101,0,0.5
"1027",77,"VE_20","VE_22","DyadMl",0.1446,0,0.5
"1028",37,"VE_17","VE_21","DyadMl",0,0,0.5617
"1029",142,"VE_27","VE_31","DyadMl",0.3553,0,0.6101
"1030",56,"VE_18","VE_26","DyadMl",0.2571,0,0.5983
"1031",124,"VE_24","VE_31","DyadMl",0.0257,0,0.6436
"1032",92,"VE_21","VE_26","DyadMl",0,0,0.5
"1033",13,"VE_15","VE_28","DyadMl",0.1417,0,0.5
"1034",100,"VE_22","VE_24","DyadMl",0.2124,0,0.85
"1035",22,"VE_16","VE_21","DyadMl",0,0,0.5
"1036",117,"VE_23","VE_32","DyadMl",0.3885,0,0.8432
"1037",47,"VE_17","VE_31","DyadMl",0,0,0.6071
"1038",15,"VE_15","VE_30","DyadMl",0,0,0.5
"1039",132,"VE_25","VE_32","DyadMl",0.3501,0,0.8482
"1040",42,"VE_17","VE_26","DyadMl",0.1213,0,0.5
"1041",108,"VE_22","VE_32","DyadMl",0.2513,0,0.851
"1042",48,"VE_17","VE_32","DyadMl",0,0,0.5
"1043",145,"VE_28","VE_30","DyadMl",0.3087,0,0.7255
"1044",11,"VE_15","VE_26","DyadMl",0,0,0.5
"1045",7,"VE_15","VE_22","DyadMl",0,0,0.4956
"1046",14,"VE_15","VE_29","DyadMl",0,0,0.5302
"1047",121,"VE_24","VE_28","DyadMl",0.43,0,0.8754
"1048",98,"VE_21","VE_32","DyadMl",0.1962,0,0.6519
"1049",110,"VE_23","VE_25","DyadMl",0.5,0,0.6275
"1050",52,"VE_18","VE_22","DyadMl",0.3595,0,0.8535
"1051",151,"VE_30","VE_31","DyadMl",0.4212,0,0.8453
"1052",30,"VE_16","VE_29","DyadMl",0.2708,0,0.6634
"1053",86,"VE_20","VE_31","DyadMl",0.4956,0.0198,0.8447
"1054",9,"VE_15","VE_24","DyadMl",0,0,0.5126
"1055",68,"VE_19","VE_25","DyadMl",0.2132,0,0.6954
"1056",106,"VE_22","VE_30","DyadMl",0.5,0,0.8059
"1057",25,"VE_16","VE_24","DyadMl",0.4175,0,0.7102
"1058",21,"VE_16","VE_20","DyadMl",0.5,0.1247,0.7288
"1059",32,"VE_16","VE_31","DyadMl",0.4051,0,0.6437
"1060",2,"VE_15","VE_17","DyadMl",0.1246,0,0.6066
"1061",16,"VE_15","VE_31","DyadMl",0.0013,0,0.6534
"1062",122,"VE_24","VE_29","DyadMl",0.3418,0,0.6745
"1063",18,"VE_16","VE_17","DyadMl",0.2785,0,0.694
"1064",40,"VE_17","VE_24","DyadMl",0.5,0,0.8295
"1065",6,"VE_15","VE_21","DyadMl",0.2486,0,0.7975
"1066",96,"VE_21","VE_30","DyadMl",0.5,0,0.8439
"1067",135,"VE_26","VE_29","DyadMl",0.5,0.5,0.8639
"1068",17,"VE_15","VE_32","DyadMl",0.4869,0.0025,1
"1069",97,"VE_21","VE_31","DyadMl",0.437,0,1
"1070",45,"VE_17","VE_29","DyadMl",0.6007,0,1
"1071",104,"VE_22","VE_28","DyadMl",0.7081,0.5,1
