(1)Parameters in simulations

  SmplSize   NumLoci Constrain KnownAlleleFre
        18         9         1         0

 Number of observed alleles at each locus
  3  4  2  3  3  4  3  2  2

 Allele frequency

 Locus:        1
     127     121     125
  0.8056  0.1667  0.0278

 Locus:        2
     288     286     290     274
  0.7500  0.0833  0.0278  0.1389

 Locus: 3
227 229
0.4722 0.5278

 Locus:        4
     291     307     303
  0.2500  0.4167  0.3333

 Locus:        5
     166     172     160
  0.1111  0.6944  0.1944

 Locus:        6
     257     261     251     249
  0.3056  0.5833  0.0278  0.0833

 Locus:        7
     359     361     355
  0.7222  0.1944  0.0833

 Locus: 8
133 137
0.3333 0.6667

 Locus: 9
247 255
0.7778 0.2222


(2)Point estimate of R for each dyad

Pair,Ind1,Ind2,TrioEst,WEst,LLEst,LREst,REst,QGEst,MEst,LSEst
70,VE_19,VE_27,0.0000,0.3362,-1.1545,0.2936,-1.5458,0.2124,-0.4228,0.0964,-0.9873,0.1328,-0.9543,0.0847,0.0000,0.5000,0.0000,0.0000
71,VE_19,VE_28,0.0000,0.3320,-0.6776,0.3329,-0.6954,0.3396,-0.3811,0.2657,-0.2862,0.6238,-0.5429,0.4977,0.0000,0.3320,0.0000,0.0000
72,VE_19,VE_29,0.0000,0.6484,-0.9388,0.5722,-0.8207,0.6616,-0.4635,0.4562,-0.5001,0.6297,-0.7802,0.6076,0.0000,0.6571,0.0000,0.0000
73,VE_19,VE_30,0.0000,0.5000,-0.9849,0.5093,-1.0140,0.5518,-0.5411,0.3702,-0.6245,0.4481,-0.7518,0.4607,0.0000,0.5000,0.0000,0.0000
74,VE_19,VE_31,0.0000,0.3104,-0.7039,0.5228,-1.3253,0.4436,-0.5955,0.2430,-1.0449,0.1475,-0.9485,0.2241,0.0000,0.3554,0.0000,0.0000
75,VE_19,VE_32,0.0000,0.1122,-0.1124,0.4219,-0.4558,0.3014,-0.4004,0.0027,-0.3651,0.1393,-1.0903,0.2836,0.0000,0.1122,0.0000,0.0000
76,VE_20,VE_21,0.0000,0.5240,-0.6905,0.6571,-0.8204,0.6105,-0.3867,0.5383,-0.1433,0.7159,-0.8367,0.6289,0.0000,0.6483,0.0000,0.0000
77,VE_20,VE_22,0.0000,0.5000,-0.0996,0.4751,-0.2463,0.5243,-0.3836,0.4330,-0.2951,0.3103,-0.5577,0.5727,0.0000,0.5000,0.0000,0.0000
78,VE_20,VE_23,0.0000,0.0000,-1.7504,-0.0760,-2.2165,-0.2844,-0.6477,-0.1807,-1.0022,-0.1504,-1.4242,-0.3534,0.0000,0.0000,0.0000,0.0000
79,VE_20,VE_24,0.0000,0.5000,-1.2078,0.5218,-1.4587,0.5955,-0.6892,0.4207,-0.8539,0.2977,-0.8567,0.5414,0.0000,0.5000,0.0000,0.0000
80,VE_20,VE_25,0.0000,0.2418,-1.2446,0.1172,-1.4714,-0.0604,-0.6598,0.1581,-1.0002,0.1262,-0.9217,0.0233,0.0000,0.4564,0.0000,0.0000
81,VE_20,VE_26,0.0000,0.6902,-0.7661,0.7658,-1.0294,0.8084,-0.3993,0.6837,-0.7132,0.4268,-0.7809,0.6327,0.0000,0.7016,0.0000,0.0000
82,VE_20,VE_27,0.0000,0.6865,-0.7761,0.5715,-0.7547,0.5699,-0.2651,0.7700,-0.0659,1.3477,-0.5211,0.7391,0.0000,0.6828,0.0000,0.0000
83,VE_20,VE_28,0.0000,0.4660,-1.0932,0.2962,-1.2519,0.2946,-0.7133,0.3267,-0.8559,0.2972,-0.9149,0.5620,0.0000,0.4660,0.0000,0.0000
84,VE_20,VE_29,0.0000,0.5873,-0.9372,0.7412,-1.0272,0.7624,-0.6530,0.7028,-0.8244,0.4722,-0.8403,0.7293,0.0000,0.7344,0.0000,0.0000
85,VE_20,VE_30,0.0000,0.6891,-0.9264,0.7397,-0.9102,0.7730,-0.4497,0.6755,-0.5287,0.8447,-0.6194,0.7818,0.0000,0.8324,0.0000,0.0000
86,VE_20,VE_31,0.1223,0.7875,-0.6009,0.8720,-0.5696,0.9003,-0.4551,0.8434,-0.1181,1.0628,-0.5652,0.8252,0.0198,0.8447,0.0000,0.0000
87,VE_20,VE_32,0.0000,0.0789,-0.8475,0.0369,-0.9902,-0.1422,-0.6938,0.0460,-0.5489,-0.0872,-1.0893,-0.3500,0.0000,0.1344,0.0000,0.0000
88,VE_21,VE_22,0.0000,0.1778,-0.1240,0.3148,-0.0715,0.2782,-0.5153,-0.0052,-0.3874,0.0027,-0.4931,0.1970,0.0000,0.0000,0.0000,0.0000
89,VE_21,VE_23,0.0000,0.5000,-0.6893,0.2576,-0.7445,0.2031,-0.5308,0.4996,-0.4885,0.5228,-0.8419,0.2294,0.0000,0.5000,0.0000,0.0000
90,VE_21,VE_24,0.0000,0.5000,-0.6072,0.5634,-0.6901,0.5968,-0.5839,0.3047,-0.7793,0.1110,-0.6432,0.5500,0.0000,0.5000,0.0000,0.0000
91,VE_21,VE_25,0.0000,0.2479,-1.2573,0.2577,-1.4119,0.2779,-0.7649,-0.0143,-0.9529,0.0103,-1.0124,0.3182,0.0000,0.2422,0.0000,0.0000
92,VE_21,VE_26,0.0000,0.5000,-0.0842,0.4764,-0.0580,0.4741,-0.4062,0.3186,-0.2327,0.4114,-0.4400,0.3525,0.0000,0.5000,0.0000,0.0000
93,VE_21,VE_27,0.0000,0.5000,-1.0016,0.3083,-0.9455,0.3897,-0.4931,0.6157,-0.3832,1.1178,-0.6667,0.5522,0.0000,0.5000,0.0000,0.0000
94,VE_21,VE_28,0.0000,0.4155,-0.8447,0.3070,-0.8674,0.4100,-0.7151,0.1967,-0.8303,0.0908,-0.7561,0.3472,0.0000,0.4155,0.0000,0.0000
95,VE_21,VE_29,0.0000,0.6948,-0.5889,0.7177,-0.6388,0.7645,-0.4139,0.4389,-0.6359,0.3521,-0.5912,0.6561,0.0000,0.6993,0.0000,0.0000
96,VE_21,VE_30,0.0000,0.8670,0.2313,0.8563,0.2409,0.8884,-0.0600,0.8383,-0.2108,0.8350,-0.0465,0.8882,0.0000,0.8439,0.0000,0.0000
97,VE_21,VE_31,0.0000,0.8321,0.2748,1.0000,0.0398,1.0000,-0.4163,1.0000,-0.1925,0.8872,-0.2663,1.0000,0.0000,1.0000,0.0000,0.0000
98,VE_21,VE_32,0.0000,0.6519,-0.0686,0.7810,-0.2106,0.7496,-0.4331,0.6575,-0.2992,0.4772,-0.7622,0.4953,0.0000,0.6519,0.0000,0.0000
99,VE_22,VE_23,0.0000,0.4000,-1.1820,0.4394,-1.2166,0.5656,-0.6024,0.1234,-0.6986,0.1605,-0.7647,0.2941,0.0000,0.4000,0.0000,0.0000
100,VE_22,VE_24,0.0000,0.8126,-0.5398,0.9010,-0.3663,0.8953,-0.4493,0.8893,-0.2451,0.5383,-0.3448,0.9011,0.0000,0.8500,0.0000,0.0000
101,VE_22,VE_25,0.0000,0.5560,-0.7749,0.6107,-0.7100,0.6576,-0.4623,0.5904,-0.2525,0.4025,-0.4835,0.5284,0.0000,0.6038,0.0000,0.0000
102,VE_22,VE_26,0.0000,0.4093,-0.9402,0.5565,-1.2876,0.5277,-0.7931,0.1653,-0.9554,0.0556,-1.0426,0.4627,0.0000,0.4093,0.0000,0.0000
103,VE_22,VE_27,0.0000,0.4938,-1.4860,0.4480,-2.0367,0.3098,-1.0648,0.3118,-1.0405,0.1389,-0.9317,0.2469,0.0000,0.5000,0.0000,0.0000
104,VE_22,VE_28,0.5000,1.0000,0.4789,1.0000,0.4759,1.0000,0.7294,1.0000,0.3441,0.7918,0.4178,1.0000,0.5000,1.0000,0.0000,0.0000
105,VE_22,VE_29,0.0000,0.6559,-0.6378,0.7970,-0.4864,0.8083,-0.7656,0.6804,-0.5135,0.2740,-0.8514,0.8163,0.0000,0.6559,0.0000,0.0000
106,VE_22,VE_30,0.0000,0.8059,0.0375,0.8547,0.2021,0.8863,-0.1081,0.8087,-0.0050,0.6278,-0.0435,0.8963,0.0000,0.8059,0.0000,0.0000
107,VE_22,VE_31,0.0000,0.5000,-0.0516,0.4464,-0.0073,0.4517,-0.5167,0.1905,-0.2987,0.2696,-0.4464,0.5068,0.0000,0.5000,0.0000,0.0000
108,VE_22,VE_32,0.0000,0.8333,-0.5182,0.8695,-0.5061,0.7867,-0.4297,0.8335,-0.2284,0.4356,-0.7293,0.7736,0.0000,0.8510,0.0000,0.0000
109,VE_23,VE_24,0.0000,0.5191,-1.3523,0.7092,-1.5510,0.4876,-0.6575,0.2490,-0.9503,0.2313,-0.8383,0.4757,0.0000,0.5981,0.0000,0.0000
110,VE_23,VE_25,0.0297,0.6412,-0.0623,0.6891,0.0260,0.7341,-0.0301,0.7128,0.0581,1.0382,-0.0992,0.7512,0.0000,0.6275,0.0000,0.0000
111,VE_23,VE_26,0.0000,0.5020,-0.6500,0.5315,-0.8727,0.5067,-0.4317,0.5489,-0.4830,1.2378,-1.1767,0.5714,0.0000,0.5000,0.0000,0.0000
112,VE_23,VE_27,0.0000,0.5000,-0.9336,0.4594,-1.3175,0.4279,-0.2749,0.3628,-0.6655,0.4682,-0.6277,0.3640,0.0000,0.5000,0.0000,0.0000
113,VE_23,VE_28,0.0000,0.2275,-1.5651,0.1430,-1.4298,0.2520,-0.4995,0.0308,-0.8512,0.1329,-0.7500,0.1133,0.0000,0.2275,0.0000,0.0000
114,VE_23,VE_29,0.0000,0.0000,-1.2434,0.1101,-1.2033,0.0639,-0.6037,-0.0700,-0.6302,0.0572,-0.9139,-0.0028,0.0000,0.0000,0.0000,0.0000
115,VE_23,VE_30,0.0000,0.0000,-1.4537,0.1842,-1.4009,-0.1129,-0.6924,-0.1669,-0.9997,-0.0700,-0.7959,-0.0335,0.0000,0.1583,0.0000,0.0000
116,VE_23,VE_31,0.0000,0.0809,-0.9023,0.3359,-1.3431,0.2117,-0.6423,0.0230,-0.9101,-0.0181,-0.9459,0.2030,0.0000,0.5000,0.0000,0.0000
117,VE_23,VE_32,0.0000,0.7204,-0.4795,0.8597,-0.3180,0.8950,-0.4171,0.8121,-0.1614,0.9817,-0.3846,0.8065,0.0000,0.8432,0.0000,0.0000
118,VE_24,VE_25,0.0000,0.3627,-1.2696,0.3896,-1.1250,0.3505,-0.7223,0.2791,-0.5962,0.5897,-0.7622,0.4447,0.0000,0.3627,0.0000,0.0000
119,VE_24,VE_26,0.0000,0.3486,-0.8862,0.4705,-0.9713,0.4367,-0.7032,0.1779,-0.7494,-0.0142,-0.8621,0.4079,0.0000,0.2550,0.0000,0.0000
120,VE_24,VE_27,0.0000,0.3188,-1.4818,0.2093,-1.7263,0.3040,-0.8456,0.0237,-1.1389,0.0067,-0.9211,-0.1101,0.0000,0.0730,0.0000,0.0000
121,VE_24,VE_28,0.0000,0.8256,-0.5549,0.8755,-0.3702,0.9009,-0.2365,0.8566,-0.1366,0.8696,-0.1638,0.8983,0.0000,0.8754,0.0000,0.0000
122,VE_24,VE_29,0.0000,0.6812,0.0667,0.7229,0.1354,0.7316,-0.2939,0.7177,-0.2832,0.7262,-0.0862,0.7895,0.0000,0.6745,0.0000,0.0000
123,VE_24,VE_30,0.0000,0.7683,-1.1271,0.7300,-1.0820,0.7750,-0.4370,0.6249,-0.8092,0.4037,-0.3740,0.7209,0.0000,0.8127,0.0000,0.0000
124,VE_24,VE_31,0.0000,0.6436,-0.8520,0.6600,-0.9383,0.7240,-0.5942,0.6077,-0.8063,0.3363,-0.5186,0.6561,0.0000,0.6436,0.0000,0.0000
125,VE_24,VE_32,0.0000,0.5000,-0.5968,0.4744,-0.6294,0.4922,-0.6405,0.2962,-0.3376,0.2222,-0.7269,0.4322,0.0000,0.5000,0.0000,0.0000
126,VE_25,VE_26,0.0000,0.0979,-0.8955,0.0523,-0.8083,0.1633,-0.5558,0.0387,-0.4283,0.1865,-0.6744,0.0270,0.0000,0.0979,0.0000,0.0000
127,VE_25,VE_27,0.0000,0.4512,-1.0882,0.4307,-1.6557,0.4522,-0.7586,0.4799,-1.0362,0.3024,-1.0809,0.4449,0.0000,0.4398,0.0000,0.0000
128,VE_25,VE_28,0.0000,0.5860,-0.8898,0.6136,-0.9848,0.6572,-0.4168,0.5746,-0.4062,0.6176,-0.5126,0.7353,0.0000,0.6865,0.0000,0.0000
129,VE_25,VE_29,0.0000,0.2820,-0.9908,0.3539,-0.9960,0.4585,-0.6585,0.0929,-0.5418,0.3702,-0.8815,0.4098,0.0000,0.2820,0.0000,0.0000
130,VE_25,VE_30,0.0000,0.2422,-1.3139,0.5904,-1.3504,0.4442,-0.6363,0.1575,-0.8339,0.1056,-0.7260,0.5628,0.0000,0.5000,0.0000,0.0000
131,VE_25,VE_31,0.0000,0.5000,-0.6613,0.5340,-0.9779,0.4875,-0.6312,0.5664,-0.7531,0.2327,-0.7143,0.4419,0.0000,0.5000,0.0000,0.0000
132,VE_25,VE_32,0.0379,0.8440,-0.2753,0.8695,-0.1674,0.8838,-0.1691,0.9055,-0.1012,0.8669,-0.3388,0.8105,0.0000,0.8482,0.0000,0.0000
133,VE_26,VE_27,0.0000,0.7045,-0.5936,0.7479,-0.5344,0.7424,-0.1997,0.7810,-0.0811,1.1404,-0.4845,0.5765,0.0000,0.7045,0.0000,0.0000
134,VE_26,VE_28,0.0000,0.1036,-1.1572,0.3236,-1.2472,0.2754,-0.6960,-0.0039,-0.9057,-0.0942,-0.9780,0.2824,0.0000,0.1036,0.0000,0.0000
135,VE_26,VE_29,0.5000,0.8639,0.2714,0.9008,0.2966,0.8957,0.2204,0.9009,0.1405,0.6963,0.1589,0.8691,0.5000,0.8639,0.0000,0.0000
136,VE_26,VE_30,0.0000,0.2564,-1.2250,0.2986,-1.1702,0.3756,-0.6535,0.0397,-0.9218,-0.0605,-0.8082,0.2653,0.0000,0.1068,0.0000,0.0000
137,VE_26,VE_31,0.0000,0.6263,-0.8899,0.6765,-0.9254,0.6976,-0.6439,0.3625,-0.7410,0.3100,-0.7188,0.4600,0.0000,0.6106,0.0000,0.0000
138,VE_26,VE_32,0.0000,0.0000,-0.7110,0.2161,-0.8198,0.3097,-0.7034,-0.1483,-0.5112,0.0466,-1.2345,-0.2687,0.0000,0.0000,0.0000,0.0000
139,VE_27,VE_28,0.0000,0.2187,-2.2116,0.0600,-2.3353,-0.2389,-0.8559,-0.1155,-1.3608,-0.1890,-1.0043,-0.1638,0.0000,0.1287,0.0000,0.0000
140,VE_27,VE_29,0.0000,0.6002,-1.1439,0.5238,-1.0989,0.6283,-0.4765,0.5627,-0.4925,0.8900,-0.6514,0.3933,0.0000,0.6002,0.0000,0.0000
141,VE_27,VE_30,0.0000,0.1555,-1.4785,0.0350,-1.4758,0.0783,-0.7709,0.1097,-1.0378,0.3852,-0.8595,0.2267,0.0000,0.1420,0.0000,0.0000
142,VE_27,VE_31,0.0000,0.6214,-0.1498,0.6241,0.0048,0.6641,-0.3152,0.8600,-0.2009,1.1488,-0.3729,0.5862,0.0000,0.6101,0.0000,0.0000
143,VE_27,VE_32,0.0000,0.5000,-0.9409,0.4129,-1.0743,0.4352,-0.5775,0.2373,-0.7358,0.2281,-0.9459,0.2364,0.0000,0.5000,0.0000,0.0000
144,VE_28,VE_29,0.0000,0.6000,-0.6007,0.6179,-0.4229,0.6866,-0.5824,0.5441,-0.4788,0.6322,-0.6718,0.7385,0.0000,0.6000,0.0000,0.0000
145,VE_28,VE_30,0.0000,0.7630,-0.6642,0.7561,-0.7801,0.8129,-0.4144,0.8394,-0.4980,1.0854,-0.2979,0.8596,0.0000,0.7255,0.0000,0.0000
146,VE_28,VE_31,0.0000,0.0714,-1.1818,0.2931,-1.1278,0.4089,-0.8092,0.0435,-0.8982,0.0939,-0.7705,0.3640,0.0000,0.0714,0.0000,0.0000
147,VE_28,VE_32,0.0000,0.5777,-0.5094,0.6614,-0.4271,0.6795,-0.2277,0.6487,-0.1544,0.5062,-0.3891,0.5781,0.0000,0.6331,0.0000,0.0000
148,VE_29,VE_30,0.0000,0.5753,-0.8870,0.6680,-0.9982,0.7113,-0.7783,0.4947,-0.9429,0.1637,-0.7095,0.7097,0.0000,0.5753,0.0000,0.0000
149,VE_29,VE_31,0.0000,0.5000,-0.9852,0.5476,-1.0175,0.6122,-0.6712,0.3958,-0.8758,0.2758,-0.7584,0.5085,0.0000,0.5000,0.0000,0.0000
150,VE_29,VE_32,0.0000,0.0000,-0.8214,0.2034,-0.7163,0.3494,-0.6244,-0.1044,-0.4192,-0.0542,-0.9688,-0.0519,0.0000,0.0000,0.0000,0.0000
151,VE_30,VE_31,0.0000,0.8187,-0.2814,0.8917,-0.1462,0.8947,-0.3565,0.8690,-0.1847,0.9821,-0.0827,0.8861,0.0000,0.8453,0.0000,0.0000
152,VE_30,VE_32,0.0000,0.5000,-0.6556,0.4047,-0.6375,0.4329,-0.5329,0.5522,-0.3446,0.3909,-0.6119,0.4393,0.0000,0.5000,0.0000,0.0000
153,VE_31,VE_32,0.0000,0.0000,-0.1615,0.2792,-0.3071,0.1444,-0.6233,-0.1507,-0.5053,-0.0829,-0.8409,0.0649,0.0000,0.0000,0.0000,0.0000


Delta8 95%Confidence interval by bootstrapping over loci
Pair,Ind1,Ind2,TrioEst,WEst,LREst,MEst
1,VE_15,VE_16,0.0000,0.0000,0.2916,6.9890,-1.5792,0.5941,0.0000,0.5503
2,VE_15,VE_17,0.0000,1.0000,0.1732,5.7153,-0.8064,1.4328,0.0000,1.0000
3,VE_15,VE_18,0.0000,0.0000,-26.3965,1.7313,-1.8148,1.4767,0.0000,0.0000
4,VE_15,VE_19,0.0000,0.0000,0.1526,2.2105,-1.1474,0.0377,0.0000,0.6448
5,VE_15,VE_20,0.0000,0.0000,0.2336,2.4840,-1.8191,0.6692,0.0000,0.1022
6,VE_15,VE_21,0.0000,0.6117,-7.5622,16.5436,-1.1619,0.5890,0.0000,1.0000
7,VE_15,VE_22,0.0000,0.9313,0.4990,2.1510,-0.9788,0.5606,0.0000,0.9313
8,VE_15,VE_23,0.0000,1.0000,-29.1238,1.6052,-1.5804,1.6317,0.0000,1.0000
9,VE_15,VE_24,0.0000,1.0000,0.4865,4.1347,-0.7576,1.7770,0.0000,1.0000
10,VE_15,VE_25,0.0000,1.0000,-27.5797,1.9406,-1.3406,2.2786,0.0000,1.0000
11,VE_15,VE_26,0.0000,1.0000,0.4537,1.8176,-1.0894,1.2015,0.0000,1.0000
12,VE_15,VE_27,0.0000,1.0000,0.8724,1.8386,-0.4572,3.1195,0.0000,1.0000
13,VE_15,VE_28,0.0000,1.0000,0.6026,2.1450,-0.2441,2.0403,0.0000,1.0000
14,VE_15,VE_29,0.0000,1.0000,0.1413,2.3268,-0.3323,1.4821,0.0000,1.0000
15,VE_15,VE_30,0.0000,1.0000,0.2731,3.8194,-0.3697,2.4014,0.0000,1.0000
16,VE_15,VE_31,0.0000,1.0000,-22.9931,6.0458,-1.1566,1.1092,0.0000,1.0000
17,VE_15,VE_32,0.0000,1.0000,-7.1424,30.1069,-0.9533,0.2615,0.0000,0.5787
18,VE_16,VE_17,0.0000,1.0000,-1.5337,2.1791,-0.6619,1.2497,0.0000,1.0000
19,VE_16,VE_18,0.0000,0.7355,-32.1177,56.8340,-1.6144,1.1471,0.0000,0.7355
20,VE_16,VE_19,0.0000,1.0000,-28.8545,1.8440,-0.8168,0.7206,0.0000,1.0000
21,VE_16,VE_20,0.5176,1.0000,0.6400,1.9448,0.5695,2.7717,0.0000,1.0000
22,VE_16,VE_21,0.0000,0.9736,0.8250,1.8875,-0.5682,1.2666,0.0000,1.0000
23,VE_16,VE_22,0.0000,0.5103,-25.2847,2.2733,-2.0002,0.8441,0.0000,0.4969
24,VE_16,VE_23,0.0000,0.0000,-24.4083,53.4144,-2.2045,-0.1714,0.0000,0.0000
25,VE_16,VE_24,0.0000,1.0000,-7.4490,1.8661,-0.3165,1.3023,0.0000,1.0000
26,VE_16,VE_25,0.0000,0.5433,-26.1514,16.9276,-1.1495,1.6145,0.0000,0.6765
27,VE_16,VE_26,0.0000,0.7501,-2.7737,3.2264,-1.7254,0.7709,0.0000,0.6121
28,VE_16,VE_27,0.0000,1.0000,0.5258,4.1557,-0.6702,1.9509,0.0000,1.0000
29,VE_16,VE_28,0.0000,0.3867,-31.0664,2.0884,-1.1596,0.8442,0.0000,1.0000
30,VE_16,VE_29,0.0000,1.0000,-6.4226,2.1316,-0.0724,1.0765,0.0000,1.0000
31,VE_16,VE_30,0.0000,1.0000,-25.2344,1.7868,-1.0345,1.6539,0.0000,1.0000
32,VE_16,VE_31,0.0000,1.0000,-19.0594,6.3069,-0.6175,1.3584,0.0000,1.0000
33,VE_16,VE_32,0.0000,0.0000,0.2431,2.4162,-1.2142,0.4764,0.0000,0.0000
34,VE_17,VE_18,0.0000,1.0000,-29.2785,1.7202,-1.5681,1.9245,0.0000,1.0000
35,VE_17,VE_19,0.0000,1.0000,-25.3375,17.7697,-1.4884,0.5263,0.0000,1.0000
36,VE_17,VE_20,0.0000,0.2163,-3.6203,6.3878,-2.3322,1.2901,0.0000,0.2163
37,VE_17,VE_21,0.0000,1.0000,-3.8481,3.3681,-2.4376,1.1505,0.0000,1.0000
38,VE_17,VE_22,0.0000,1.0000,-30.9038,1.8980,-1.4578,1.4414,0.0000,1.0000
39,VE_17,VE_23,0.0000,1.0000,-34.4057,2.0142,-0.7739,3.0050,0.0000,1.0000
40,VE_17,VE_24,0.0000,1.0000,-7.0828,14.6762,0.0327,1.5072,0.0000,1.0000
41,VE_17,VE_25,0.0000,0.9968,-22.4315,1.7345,-1.3829,2.4334,0.0000,1.0000
42,VE_17,VE_26,0.0000,1.0000,0.1902,1.9083,0.6962,2.7801,0.0000,1.0000
43,VE_17,VE_27,0.0000,0.7357,-1.7903,4.3805,-2.0447,2.2034,0.0000,0.7357
44,VE_17,VE_28,0.0000,1.0000,-36.1089,2.0218,-1.2196,1.1495,0.0000,1.0000
45,VE_17,VE_29,0.0000,0.9309,-5.9537,6.1703,-0.5559,0.8381,0.0000,1.0000
46,VE_17,VE_30,0.0000,1.0000,-25.1974,1.7992,-1.8672,1.9019,0.0000,1.0000
47,VE_17,VE_31,0.0000,1.0000,-19.9332,9.6313,-2.1120,1.5749,0.0000,1.0000
48,VE_17,VE_32,0.0000,1.0000,0.5604,3.7601,-0.1801,1.6554,0.0000,1.0000
49,VE_18,VE_19,0.0000,0.4181,-5.5643,27.2886,-0.6284,1.0491,0.0000,0.4181
50,VE_18,VE_20,0.0000,0.6492,-5.3246,8.0749,-1.6359,1.0931,0.0000,0.5797
51,VE_18,VE_21,0.0000,0.0495,-25.3817,1.7969,-2.0615,1.4062,0.0000,0.0000
52,VE_18,VE_22,0.0000,1.0000,-4.9842,8.7432,-0.9198,1.9188,0.0000,1.0000
53,VE_18,VE_23,0.0000,0.6701,-6.3459,19.1649,-3.0008,-0.0734,0.0000,0.0000
54,VE_18,VE_24,0.0000,1.0000,-24.0420,1.3942,-1.0506,1.7110,0.0000,1.0000
55,VE_18,VE_25,0.0000,0.8313,-34.5030,14.5758,-1.1969,1.0147,0.0000,0.9295
56,VE_18,VE_26,0.0000,1.0000,-2.2719,9.8155,-2.1001,4.7091,0.0000,1.0000
57,VE_18,VE_27,0.0000,0.0000,-44.4220,33.8156,-3.1581,0.9858,0.0000,0.0000
58,VE_18,VE_28,0.0000,1.0000,-16.7790,27.3826,-0.7076,1.8394,0.0000,1.0000
59,VE_18,VE_29,0.0000,0.8768,-19.7857,39.1007,-1.9613,0.8440,0.0000,0.8768
60,VE_18,VE_30,0.0000,0.9704,-18.3704,43.1663,-1.3616,1.7661,0.0000,1.0000
61,VE_18,VE_31,0.0000,1.0000,-0.8275,3.8924,-1.1799,1.9655,0.0000,1.0000
62,VE_18,VE_32,0.0000,0.0000,-14.5823,0.1969,-1.9587,-0.3321,0.0000,0.0000
63,VE_19,VE_20,0.0000,0.0542,-5.7867,33.0342,-1.5867,-0.1232,0.0000,0.0000
64,VE_19,VE_21,0.0000,0.0000,-86.6024,25.5134,-1.5456,-0.1376,0.0000,0.0000
65,VE_19,VE_22,0.0000,0.0000,-4.4714,16.8647,-1.2217,-0.0506,0.0000,0.0000
66,VE_19,VE_23,0.0000,1.0000,0.2918,2.2030,-0.2186,1.6293,0.0000,1.0000
67,VE_19,VE_24,0.0000,0.1166,-13.1461,1.2009,-1.5714,-0.0032,0.0000,0.1166
68,VE_19,VE_25,0.0000,1.0000,0.5291,3.7482,-0.9877,1.4930,0.0000,1.0000
69,VE_19,VE_26,0.0000,1.0000,-4.7000,24.5105,-1.0477,1.2041,0.0000,1.0000
70,VE_19,VE_27,0.0000,0.5878,-1.9687,3.4770,-1.3614,0.3319,0.0000,1.0000
71,VE_19,VE_28,0.0000,0.5451,-4.3489,29.9870,-1.1151,1.1220,0.0000,0.5323
72,VE_19,VE_29,0.0000,0.5940,-5.9036,1.3544,-1.8247,-0.0875,0.0000,0.0000
73,VE_19,VE_30,0.0000,1.0000,-5.3101,29.6547,-1.8161,1.3271,0.0000,1.0000
74,VE_19,VE_31,0.0000,0.0000,-2.1688,4.7695,-1.7177,0.2442,0.0000,0.4454
75,VE_19,VE_32,0.0000,0.0000,0.0982,2.3329,-0.8292,0.2184,0.0000,0.0000
76,VE_20,VE_21,0.0000,0.6913,-0.5468,3.3838,-1.2647,0.2967,0.0000,0.8933
77,VE_20,VE_22,0.0000,1.0000,-10.5562,7.0469,-0.1963,1.9222,0.0000,1.0000
78,VE_20,VE_23,0.0000,0.0000,-57.7942,25.2491,-1.6783,0.1382,0.0000,0.0000
79,VE_20,VE_24,0.0000,1.0000,-4.7618,12.7505,-2.4910,1.3979,0.0000,1.0000
80,VE_20,VE_25,0.0000,0.4837,-53.5449,22.7949,-2.0528,0.9784,0.0000,0.9127
81,VE_20,VE_26,0.0000,0.9353,-2.1711,1.5557,-1.6051,0.5631,0.0000,0.9670
82,VE_20,VE_27,0.0000,1.0000,-4.6099,21.2416,-1.0371,2.0904,0.0000,1.0000
83,VE_20,VE_28,0.0000,0.9319,-22.6949,0.7297,-1.8725,1.2422,0.0000,0.9319
84,VE_20,VE_29,0.0000,1.0000,-15.0245,9.7327,-2.2434,1.4197,0.0000,1.0000
85,VE_20,VE_30,0.0000,0.5929,-17.9227,0.1778,-1.9221,-0.0172,0.0000,0.0000
86,VE_20,VE_31,0.0000,1.0000,-4.6470,32.5789,-2.2227,0.2606,0.0000,0.8279
87,VE_20,VE_32,0.0000,0.1579,-61.0799,22.6704,-1.3810,1.0064,0.0000,0.2689
88,VE_21,VE_22,0.0000,0.3556,0.2516,2.2935,-0.0229,1.2537,0.0000,0.0000
89,VE_21,VE_23,0.0000,1.0000,-28.2646,40.6321,-1.1115,2.7051,0.0000,1.0000
90,VE_21,VE_24,0.0000,1.0000,-2.2936,5.3733,-1.3947,1.3613,0.0000,1.0000
91,VE_21,VE_25,0.0000,0.0000,-12.7570,1.8561,-2.3561,-0.6582,0.0000,0.0000
92,VE_21,VE_26,0.0000,1.0000,0.3784,2.0681,-0.3062,2.0424,0.0000,1.0000
93,VE_21,VE_27,0.0000,1.0000,-5.1052,27.0101,-1.1100,2.2400,0.0000,1.0000
94,VE_21,VE_28,0.0000,0.8309,-1.5240,4.4660,-1.4878,1.5023,0.0000,0.8309
95,VE_21,VE_29,0.0000,1.0000,-1.9591,5.3277,-1.7185,1.2556,0.0000,1.0000
96,VE_21,VE_30,0.0000,1.0000,0.1209,2.6781,-0.2708,2.2304,0.0000,1.0000
97,VE_21,VE_31,0.0000,0.8033,0.0000,2.1363,-0.8950,0.4582,0.0000,1.0000
98,VE_21,VE_32,0.0000,1.0000,-10.6037,6.1141,-1.3171,2.2239,0.0000,1.0000
99,VE_22,VE_23,0.0000,0.5892,-48.3957,25.9062,-2.1856,0.3910,0.0000,0.5856
